"","method1","method2","out_id_x","out_id_y","neg_limit_rg","limit_rg","res","var_est","X_CHARACTER"
"38",56.964,59.186,NA,NA,-10.87321428,10.87321428,2.21705076,9.29692183,NA
"39",58.85,57.343,NA,NA,-10.87359202,10.87359202,-0.41990795,9.29751274,NA
"40",63.506,53.288,NA,NA,-10.88830157,10.88830157,-6.58266473,9.32050605,NA
"41",58.399,58.481,NA,NA,-10.89292047,10.89292047,0.69983228,9.32771905,NA
"42",60.322,56.85,NA,NA,-10.9002336,10.9002336,-1.8147703,9.33913235,NA
"43",57.922,59.737,NA,NA,-10.91489834,10.91489834,1.92088148,9.36199206,NA
"44",59.697,58.281,NA,NA,-10.92306013,10.92306013,-0.3654827,9.37469878,NA
"45",58.165,60.096,NA,NA,-10.93167043,10.93167043,1.99955794,9.38809094,NA
"46",56.758,62.088,NA,NA,-10.94873601,10.94873601,4.39968875,9.41459394,NA
"47",60.873,58.255,NA,NA,-10.95487266,10.95487266,-1.2217895,9.42411075,NA
"48",58.52,61.23,NA,NA,-10.9734691,10.9734691,2.54210255,9.4529052,NA
"49",64.431,56.26,NA,NA,-10.99752104,10.99752104,-5.15691799,9.49004185,NA
"50",58.926,61.994,NA,NA,-11.0064684,11.0064684,2.78873712,9.5038252,NA
"51",58.556,63.018,NA,NA,-11.02526303,11.02526303,3.77077916,9.53272032,NA
"52",60.157,63.647,NA,NA,-11.08853747,11.08853747,3.0711002,9.62938542,NA
"53",64.683,60.861,NA,NA,-11.1369276,11.1369276,-2.10877432,9.70262228,NA
"54",61.718,63.909,NA,NA,-11.14069158,11.14069158,2.14246621,9.70829244,NA
"55",61.491,64.379,NA,NA,-11.14787878,11.14787878,2.63395403,9.71910857,NA
"56",65.304,62.295,NA,NA,-11.19679311,11.19679311,-1.54533416,9.79233285,NA
"57",67.137,60.523,NA,NA,-11.19774692,11.19774692,-4.09471437,9.79375384,NA
"58",63.226,64.522,NA,NA,-11.2021334,11.2021334,1.49783851,9.80028549,NA
"59",65.977,62.316,NA,NA,-11.21693957,11.21693957,-2.01021019,9.82229074,NA
"60",66.892,61.884,NA,NA,-11.23079521,11.23079521,-2.96533771,9.84282454,NA
"61",63.02,66.067,NA,NA,-11.24179591,11.24179591,2.72850325,9.85908659,NA
"62",59.757,69.607,NA,NA,-11.25152442,11.25152442,7.5372628,9.87343773,NA
"63",64.44,65.891,NA,NA,-11.27812365,11.27812365,1.59308261,9.91252964,NA
"64",62.168,69.256,NA,NA,-11.31184792,11.31184792,5.5728465,9.9617821,NA
"65",67.087,65.291,NA,NA,-11.33817102,11.33817102,-0.71419765,9.99998187,NA
"66",66.891,66.19,NA,NA,-11.35941577,11.35941577,0.0561537,10.03065529,NA
"67",68.451,67.539,NA,NA,-11.44662342,11.44662342,-0.10920691,10.1550937,NA
"68",65.453,70.528,NA,NA,-11.44776779,11.44776779,4.12416067,10.15671086,NA
"69",68.064,68.652,NA,NA,-11.46881687,11.46881687,0.94738603,10.18638348,NA
"70",71.169,68.281,NA,NA,-11.55019595,11.55019595,-1.52563443,10.299805,NA
"71",68.645,70.88,NA,NA,-11.55365414,11.55365414,2.09634496,10.3045792,NA
"72",65.371,75.402,NA,NA,-11.5928511,11.5928511,7.60184388,10.35843229,NA
"73",72.172,70.2,NA,NA,-11.63763051,11.63763051,-0.89418255,10.41936825,NA
"74",70.687,75.671,NA,NA,-11.75546362,11.75546362,4.0021496,10.57667048,NA
"75",74.812,72.23,NA,NA,-11.77323709,11.77323709,-1.35145617,10.6000022,NA
"76",75.738,72.143,NA,NA,-11.7966573,11.7966573,-2.07239565,10.63058146,NA
"77",70.133,77.824,NA,NA,-11.8012657,11.8012657,5.90734269,10.63657607,NA
"78",68.515,79.511,NA,NA,-11.80391798,11.80391798,8.24387499,10.64002278,NA
"79",75.062,74.041,NA,NA,-11.83112521,11.83112521,-0.25914981,10.67523391,NA
"80",78.933,71.254,NA,NA,-11.85920548,11.85920548,-4.9729453,10.71128929,NA
"81",76.014,74.263,NA,NA,-11.8628833,11.8628833,-0.78184589,10.71598947,NA
"82",76.812,75.453,NA,NA,-11.91533958,11.91533958,-0.51571617,10.78243737,NA
"83",74.743,78.99,NA,NA,-11.95359372,11.95359372,3.44004416,10.83014716,NA
"84",73.423,82.326,NA,NA,-12.00305656,12.00305656,6.72102849,10.8907703,NA
"85",79.987,78.826,NA,NA,-12.06927216,12.06927216,-0.41210144,10.96964468,NA
"86",81.447,80.334,NA,NA,-12.12755376,12.12755376,-0.39465492,11.03617164,NA
"87",84.627,77.901,NA,NA,-12.14015581,12.14015581,-4.36767389,11.05007896,NA
"88",81.295,81.725,NA,NA,-12.14965247,12.14965247,0.68949186,11.06042035,NA
"89",80.435,82.708,NA,NA,-12.15198767,12.15198767,1.99196589,11.06294352,NA
"90",82.774,80.841,NA,NA,-12.15931762,12.15931762,-0.98465635,11.0708095,NA
"91",77.757,86.223,NA,NA,-12.16657952,12.16657952,6.36629163,11.07851665,NA
"92",90.076,75.788,NA,NA,-12.19242427,12.19242427,-9.73318882,11.10513147,NA
"93",91.848,84.989,NA,NA,-12.28357878,12.28357878,-4.54123316,11.16746972,NA
"94",86.398,92.053,NA,NA,-12.28583131,12.28583131,4.29825863,11.16067762,NA
"95",85.968,93.051,NA,NA,-12.28590484,12.28590484,5.30481948,11.15747416,NA
"96",92.367,89.351,NA,NA,-12.28207589,12.28207589,-1.85103007,11.13764344,NA
"97",93.962,95.914,NA,NA,-12.23240214,12.23240214,1.61643287,11.03067183,NA
"98",94.46,95.452,NA,NA,-12.2321493,12.2321493,0.93743127,11.03021457,NA
"99",97.114,93.46,NA,NA,-12.22648145,12.22648145,-2.35136421,11.02006214,NA
"100",102.633,99.831,NA,NA,-12.09446859,12.09446859,-1.81500211,10.81324672,NA
